dispatch_date,violent_offense_count,felony_count,misdemeanor_count,year,year_group,dispatch_wday,dispatch_month,dispatch_quarter,tmax,tmin
2009-03-27,50,54,104,2009,2006-2009,Friday,March,1,63.0,47.0
2009-03-28,54,56,125,2009,2006-2009,Saturday,March,1,54.0,45.0
2009-03-29,53,58,113,2009,2006-2009,Sunday,March,1,74.0,43.0
2009-03-30,34,40,125,2009,2006-2009,Monday,March,1,51.0,38.0
2009-03-31,51,57,108,2009,2006-2009,Tuesday,March,1,63.0,41.0
2009-04-01,51,56,88,2009,2006-2009,Wednesday,April,2,63.0,41.0
2009-04-02,63,71,94,2009,2006-2009,Thursday,April,2,55.0,48.0
2009-04-03,44,46,100,2009,2006-2009,Friday,April,2,71.0,48.0
2009-04-04,35,37,132,2009,2006-2009,Saturday,April,2,60.0,45.0
2009-04-05,70,78,151,2009,2006-2009,Sunday,April,2,68.0,50.0
2009-04-06,48,55,129,2009,2006-2009,Monday,April,2,61.0,38.0
2009-04-07,40,46,106,2009,2006-2009,Tuesday,April,2,47.0,37.0
2009-04-08,39,46,102,2009,2006-2009,Wednesday,April,2,52.0,42.0
2009-04-09,37,40,145,2009,2006-2009,Thursday,April,2,63.0,48.0
2009-04-10,66,72,113,2009,2006-2009,Friday,April,2,70.0,48.0
2009-04-11,59,63,111,2009,2006-2009,Saturday,April,2,54.0,37.0
2009-04-12,51,58,99,2009,2006-2009,Sunday,April,2,52.0,36.0
2009-04-13,53,62,93,2009,2006-2009,Monday,April,2,57.0,43.0
2009-04-14,39,44,88,2009,2006-2009,Tuesday,April,2,48.0,44.0
2009-04-15,44,50,83,2009,2006-2009,Wednesday,April,2,51.0,39.0
2009-04-16,56,59,116,2009,2006-2009,Thursday,April,2,66.0,43.0
2009-04-17,52,56,124,2009,2006-2009,Friday,April,2,71.0,53.0
2009-04-18,54,58,138,2009,2006-2009,Saturday,April,2,79.0,58.0
2009-04-19,56,66,103,2009,2006-2009,Sunday,April,2,68.0,47.0
2009-04-20,43,48,112,2009,2006-2009,Monday,April,2,52.0,47.0
2009-04-21,53,58,112,2009,2006-2009,Tuesday,April,2,71.0,50.0
2009-04-22,65,75,109,2009,2006-2009,Wednesday,April,2,56.0,44.0
2009-04-23,62,66,104,2009,2006-2009,Thursday,April,2,60.0,47.0
2009-04-24,49,52,117,2009,2006-2009,Friday,April,2,74.0,56.0
2009-04-25,50,53,108,2009,2006-2009,Saturday,April,2,91.0,65.0
2009-04-26,57,62,119,2009,2006-2009,Sunday,April,2,94.0,71.0
2009-04-27,53,57,116,2009,2006-2009,Monday,April,2,92.0,69.0
2009-04-28,51,56,85,2009,2006-2009,Tuesday,April,2,88.0,52.0
2009-04-29,50,53,115,2009,2006-2009,Wednesday,April,2,63.0,49.0
2009-04-30,46,50,95,2009,2006-2009,Thursday,April,2,68.0,52.0
2009-05-01,58,61,110,2009,2006-2009,Friday,May,2,71.0,58.0
2009-05-02,47,55,110,2009,2006-2009,Saturday,May,2,67.0,57.0
2009-05-03,47,51,101,2009,2006-2009,Sunday,May,2,60.0,53.0
2009-05-04,53,61,100,2009,2006-2009,Monday,May,2,55.0,51.0
2009-05-05,47,56,125,2009,2006-2009,Tuesday,May,2,57.0,51.0
2009-05-06,45,50,100,2009,2006-2009,Wednesday,May,2,68.0,53.0
2009-05-07,52,63,113,2009,2006-2009,Thursday,May,2,73.0,59.0
2009-05-08,50,57,97,2009,2006-2009,Friday,May,2,79.0,66.0
2009-05-09,55,60,107,2009,2006-2009,Saturday,May,2,84.0,56.0
2009-05-10,66,70,147,2009,2006-2009,Sunday,May,2,71.0,54.0
2009-05-11,44,52,119,2009,2006-2009,Monday,May,2,66.0,52.0
2009-05-12,71,80,106,2009,2006-2009,Tuesday,May,2,70.0,51.0
2009-05-13,69,74,106,2009,2006-2009,Wednesday,May,2,74.0,58.0
2009-05-14,43,52,89,2009,2006-2009,Thursday,May,2,75.0,61.0
2009-05-15,43,47,121,2009,2006-2009,Friday,May,2,81.0,62.0
2009-05-16,69,73,131,2009,2006-2009,Saturday,May,2,81.0,55.0
2009-05-17,60,67,112,2009,2006-2009,Sunday,May,2,61.0,50.0
2009-05-18,56,61,126,2009,2006-2009,Monday,May,2,61.0,45.0
2009-05-19,77,84,103,2009,2006-2009,Tuesday,May,2,71.0,53.0
2009-05-20,47,50,129,2009,2006-2009,Wednesday,May,2,81.0,58.0
2009-05-21,52,63,115,2009,2006-2009,Thursday,May,2,82.0,61.0
2009-05-22,59,68,106,2009,2006-2009,Friday,May,2,84.0,67.0
2009-05-23,47,56,134,2009,2006-2009,Saturday,May,2,88.0,68.0
2009-05-24,58,61,95,2009,2006-2009,Sunday,May,2,84.0,69.0
2009-05-25,60,65,91,2009,2006-2009,Monday,May,2,84.0,58.0
2009-05-26,52,62,120,2009,2006-2009,Tuesday,May,2,59.0,51.0
2009-05-27,46,50,106,2009,2006-2009,Wednesday,May,2,78.0,55.0
2009-05-28,51,56,112,2009,2006-2009,Thursday,May,2,76.0,57.0
2009-05-29,54,59,115,2009,2006-2009,Friday,May,2,78.0,61.0
2009-05-30,51,56,135,2009,2006-2009,Saturday,May,2,79.0,61.0
2009-05-31,49,56,130,2009,2006-2009,Sunday,May,2,82.0,54.0
2009-06-01,51,54,129,2009,2006-2009,Monday,June,2,73.0,60.0
2009-06-02,59,66,111,2009,2006-2009,Tuesday,June,2,84.0,66.0
2009-06-03,40,49,105,2009,2006-2009,Wednesday,June,2,78.0,56.0
2009-06-04,50,56,107,2009,2006-2009,Thursday,June,2,63.0,56.0
2009-06-05,50,62,86,2009,2006-2009,Friday,June,2,65.0,57.0
2009-06-06,45,49,126,2009,2006-2009,Saturday,June,2,77.0,63.0
2009-06-07,55,64,144,2009,2006-2009,Sunday,June,2,85.0,67.0
2009-06-08,52,59,138,2009,2006-2009,Monday,June,2,84.0,65.0
2009-06-09,45,48,117,2009,2006-2009,Tuesday,June,2,76.0,65.0
2009-06-10,48,59,102,2009,2006-2009,Wednesday,June,2,77.0,63.0
2009-06-11,55,62,112,2009,2006-2009,Thursday,June,2,75.0,64.0
2009-06-12,54,59,123,2009,2006-2009,Friday,June,2,87.0,70.0
2009-06-13,71,74,150,2009,2006-2009,Saturday,June,2,78.0,63.0
2009-06-14,68,77,131,2009,2006-2009,Sunday,June,2,81.0,62.0
2009-06-15,62,65,123,2009,2006-2009,Monday,June,2,80.0,61.0
2009-06-16,39,47,117,2009,2006-2009,Tuesday,June,2,70.0,57.0
2009-06-17,40,51,112,2009,2006-2009,Wednesday,June,2,71.0,61.0
2009-06-18,37,46,91,2009,2006-2009,Thursday,June,2,70.0,63.0
2009-06-19,61,70,115,2009,2006-2009,Friday,June,2,79.0,67.0
2009-06-20,48,51,117,2009,2006-2009,Saturday,June,2,76.0,66.0
2009-06-21,63,69,103,2009,2006-2009,Sunday,June,2,80.0,65.0
2009-06-22,63,68,124,2009,2006-2009,Monday,June,2,83.0,67.0
2009-06-23,63,73,107,2009,2006-2009,Tuesday,June,2,82.0,69.0
2009-06-24,54,63,109,2009,2006-2009,Wednesday,June,2,84.0,69.0
2009-06-25,48,52,107,2009,2006-2009,Thursday,June,2,88.0,72.0
2009-06-26,57,61,110,2009,2006-2009,Friday,June,2,89.0,67.0
2009-06-27,62,71,107,2009,2006-2009,Saturday,June,2,83.0,67.0
2009-06-28,39,43,128,2009,2006-2009,Sunday,June,2,87.0,67.0
2009-06-29,42,47,116,2009,2006-2009,Monday,June,2,86.0,71.0
2009-06-30,54,66,111,2009,2006-2009,Tuesday,June,2,89.0,68.0
2009-07-01,55,61,101,2009,2006-2009,Wednesday,July,3,88.0,68.0
2009-07-02,41,46,111,2009,2006-2009,Thursday,July,3,83.0,66.0
2009-07-03,50,52,105,2009,2006-2009,Friday,July,3,81.0,65.0
2009-07-04,65,66,123,2009,2006-2009,Saturday,July,3,82.0,65.0
2009-07-05,59,65,94,2009,2006-2009,Sunday,July,3,80.0,64.0
2009-07-06,47,53,113,2009,2006-2009,Monday,July,3,86.0,70.0
2009-07-07,48,59,114,2009,2006-2009,Tuesday,July,3,87.0,65.0
2009-07-08,47,53,108,2009,2006-2009,Wednesday,July,3,80.0,64.0
2009-07-09,46,53,116,2009,2006-2009,Thursday,July,3,78.0,62.0
2009-07-10,51,56,121,2009,2006-2009,Friday,July,3,81.0,65.0
2009-07-11,50,58,114,2009,2006-2009,Saturday,July,3,82.0,67.0
2009-07-12,46,51,116,2009,2006-2009,Sunday,July,3,85.0,67.0
2009-07-13,45,51,116,2009,2006-2009,Monday,July,3,84.0,64.0
2009-07-14,54,59,104,2009,2006-2009,Tuesday,July,3,83.0,67.0
2009-07-15,49,54,106,2009,2006-2009,Wednesday,July,3,86.0,73.0
2009-07-16,53,57,92,2009,2006-2009,Thursday,July,3,91.0,73.0
2009-07-17,45,58,113,2009,2006-2009,Friday,July,3,89.0,68.0
2009-07-18,52,58,124,2009,2006-2009,Saturday,July,3,83.0,65.0
2009-07-19,70,75,121,2009,2006-2009,Sunday,July,3,84.0,70.0
2009-07-20,55,60,130,2009,2006-2009,Monday,July,3,85.0,66.0
2009-07-21,61,74,96,2009,2006-2009,Tuesday,July,3,72.0,66.0
2009-07-22,65,76,126,2009,2006-2009,Wednesday,July,3,87.0,70.0
2009-07-23,62,71,127,2009,2006-2009,Thursday,July,3,77.0,67.0
2009-07-24,55,64,93,2009,2006-2009,Friday,July,3,83.0,67.0
2009-07-25,77,82,120,2009,2006-2009,Saturday,July,3,89.0,72.0
2009-07-26,64,75,126,2009,2006-2009,Sunday,July,3,90.0,72.0
2009-07-27,48,56,115,2009,2006-2009,Monday,July,3,88.0,72.0
2009-07-28,53,58,123,2009,2006-2009,Tuesday,July,3,90.0,77.0
2009-07-29,54,61,104,2009,2006-2009,Wednesday,July,3,90.0,73.0
2009-07-30,57,65,115,2009,2006-2009,Thursday,July,3,89.0,76.0
2009-07-31,63,69,112,2009,2006-2009,Friday,July,3,88.0,69.0
2009-08-01,48,54,128,2009,2006-2009,Saturday,August,3,88.0,73.0
2009-08-02,62,69,110,2009,2006-2009,Sunday,August,3,79.0,69.0
2009-08-03,52,57,115,2009,2006-2009,Monday,August,3,87.0,71.0
2009-08-04,73,84,124,2009,2006-2009,Tuesday,August,3,89.0,75.0
2009-08-05,51,60,102,2009,2006-2009,Wednesday,August,3,88.0,65.0
2009-08-06,65,74,107,2009,2006-2009,Thursday,August,3,80.0,65.0
2009-08-07,48,51,115,2009,2006-2009,Friday,August,3,82.0,68.0
2009-08-08,64,71,111,2009,2006-2009,Saturday,August,3,84.0,69.0
2009-08-09,63,69,136,2009,2006-2009,Sunday,August,3,85.0,70.0
2009-08-10,54,64,125,2009,2006-2009,Monday,August,3,95.0,75.0
2009-08-11,47,56,115,2009,2006-2009,Tuesday,August,3,91.0,75.0
2009-08-12,58,68,130,2009,2006-2009,Wednesday,August,3,86.0,72.0
2009-08-13,66,74,119,2009,2006-2009,Thursday,August,3,75.0,67.0
2009-08-14,55,68,139,2009,2006-2009,Friday,August,3,87.0,68.0
2009-08-15,57,64,132,2009,2006-2009,Saturday,August,3,90.0,72.0
2009-08-16,67,74,130,2009,2006-2009,Sunday,August,3,93.0,75.0
2009-08-17,60,65,116,2009,2006-2009,Monday,August,3,94.0,75.0
2009-08-18,47,55,123,2009,2006-2009,Tuesday,August,3,91.0,73.0
2009-08-19,47,56,120,2009,2006-2009,Wednesday,August,3,91.0,76.0
2009-08-20,61,66,104,2009,2006-2009,Thursday,August,3,91.0,80.0
2009-08-21,64,68,122,2009,2006-2009,Friday,August,3,93.0,72.0
2009-08-22,65,75,116,2009,2006-2009,Saturday,August,3,86.0,73.0
2009-08-23,50,56,142,2009,2006-2009,Sunday,August,3,88.0,70.0
2009-08-24,54,61,137,2009,2006-2009,Monday,August,3,85.0,68.0
2009-08-25,55,62,122,2009,2006-2009,Tuesday,August,3,87.0,72.0
2009-08-26,47,52,113,2009,2006-2009,Wednesday,August,3,88.0,71.0
2009-08-27,53,59,126,2009,2006-2009,Thursday,August,3,81.0,69.0
2009-08-28,67,76,120,2009,2006-2009,Friday,August,3,75.0,69.0
2009-08-29,51,58,144,2009,2006-2009,Saturday,August,3,85.0,68.0
2009-08-30,58,61,121,2009,2006-2009,Sunday,August,3,84.0,62.0
2009-08-31,62,71,144,2009,2006-2009,Monday,August,3,75.0,57.0
2009-09-01,46,57,125,2009,2006-2009,Tuesday,September,3,76.0,58.0
2009-09-02,44,53,128,2009,2006-2009,Wednesday,September,3,78.0,61.0
2009-09-03,54,62,116,2009,2006-2009,Thursday,September,3,79.0,66.0
2009-09-04,57,64,144,2009,2006-2009,Friday,September,3,84.0,67.0
2009-09-05,50,58,119,2009,2006-2009,Saturday,September,3,86.0,68.0
2009-09-06,54,60,107,2009,2006-2009,Sunday,September,3,77.0,65.0
2009-09-07,57,66,108,2009,2006-2009,Monday,September,3,75.0,64.0
2009-09-08,67,78,116,2009,2006-2009,Tuesday,September,3,75.0,67.0
2009-09-09,44,49,107,2009,2006-2009,Wednesday,September,3,74.0,61.0
2009-09-10,60,66,79,2009,2006-2009,Thursday,September,3,69.0,57.0
2009-09-11,36,40,89,2009,2006-2009,Friday,September,3,66.0,59.0
2009-09-12,62,68,112,2009,2006-2009,Saturday,September,3,69.0,63.0
2009-09-13,58,62,128,2009,2006-2009,Sunday,September,3,82.0,63.0
2009-09-14,68,74,129,2009,2006-2009,Monday,September,3,81.0,65.0
2009-09-15,50,58,99,2009,2006-2009,Tuesday,September,3,81.0,64.0
2009-09-16,58,62,112,2009,2006-2009,Wednesday,September,3,66.0,60.0
2009-09-17,45,49,97,2009,2006-2009,Thursday,September,3,63.0,59.0
2009-09-18,69,75,102,2009,2006-2009,Friday,September,3,76.0,56.0
2009-09-19,65,70,114,2009,2006-2009,Saturday,September,3,74.0,52.0
2009-09-20,63,69,121,2009,2006-2009,Sunday,September,3,75.0,57.0
2009-09-21,63,71,114,2009,2006-2009,Monday,September,3,74.0,65.0
2009-09-22,56,64,82,2009,2006-2009,Tuesday,September,3,78.0,69.0
2009-09-23,49,57,86,2009,2006-2009,Wednesday,September,3,83.0,72.0
2009-09-24,55,68,99,2009,2006-2009,Thursday,September,3,82.0,63.0
2009-09-25,56,65,130,2009,2006-2009,Friday,September,3,74.0,56.0
2009-09-26,58,69,99,2009,2006-2009,Saturday,September,3,69.0,58.0
2009-09-27,49,59,110,2009,2006-2009,Sunday,September,3,74.0,60.0
2009-09-28,48,65,135,2009,2006-2009,Monday,September,3,77.0,56.0
2009-09-29,50,55,99,2009,2006-2009,Tuesday,September,3,68.0,56.0
2009-09-30,56,63,111,2009,2006-2009,Wednesday,September,3,63.0,49.0
2009-10-01,68,79,104,2009,2006-2009,Thursday,October,4,59.0,50.0
2009-10-02,47,53,119,2009,2006-2009,Friday,October,4,68.0,56.0
2009-10-03,46,56,126,2009,2006-2009,Saturday,October,4,77.0,58.0
2009-10-04,62,68,130,2009,2006-2009,Sunday,October,4,75.0,53.0
2009-10-05,44,54,112,2009,2006-2009,Monday,October,4,68.0,51.0
2009-10-06,46,58,103,2009,2006-2009,Tuesday,October,4,69.0,59.0
2009-10-07,61,76,93,2009,2006-2009,Wednesday,October,4,72.0,52.0
2009-10-08,33,39,128,2009,2006-2009,Thursday,October,4,69.0,56.0
2009-10-09,57,62,105,2009,2006-2009,Friday,October,4,79.0,62.0
2009-10-10,60,65,159,2009,2006-2009,Saturday,October,4,68.0,48.0
2009-10-11,48,53,131,2009,2006-2009,Sunday,October,4,66.0,46.0
2009-10-12,44,47,110,2009,2006-2009,Monday,October,4,57.0,48.0
2009-10-13,46,48,106,2009,2006-2009,Tuesday,October,4,67.0,43.0
2009-10-14,45,52,100,2009,2006-2009,Wednesday,October,4,53.0,45.0
2009-10-15,44,50,86,2009,2006-2009,Thursday,October,4,45.0,39.0
2009-10-16,46,59,96,2009,2006-2009,Friday,October,4,45.0,39.0
2009-10-17,52,61,99,2009,2006-2009,Saturday,October,4,48.0,41.0
2009-10-18,46,51,88,2009,2006-2009,Sunday,October,4,48.0,39.0
2009-10-19,45,59,111,2009,2006-2009,Monday,October,4,57.0,43.0
2009-10-20,48,56,101,2009,2006-2009,Tuesday,October,4,69.0,50.0
2009-10-21,46,59,121,2009,2006-2009,Wednesday,October,4,75.0,55.0
2009-10-22,46,55,139,2009,2006-2009,Thursday,October,4,73.0,56.0
2009-10-23,60,63,126,2009,2006-2009,Friday,October,4,68.0,53.0
2009-10-24,54,63,116,2009,2006-2009,Saturday,October,4,71.0,50.0
2009-10-25,71,75,123,2009,2006-2009,Sunday,October,4,63.0,48.0
2009-10-26,62,70,113,2009,2006-2009,Monday,October,4,63.0,50.0
2009-10-27,37,40,105,2009,2006-2009,Tuesday,October,4,59.0,54.0
2009-10-28,43,52,80,2009,2006-2009,Wednesday,October,4,62.0,51.0
2009-10-29,44,52,119,2009,2006-2009,Thursday,October,4,58.0,50.0
2009-10-30,66,75,136,2009,2006-2009,Friday,October,4,62.0,55.0
2009-10-31,54,58,130,2009,2006-2009,Saturday,October,4,72.0,51.0
2009-11-01,59,71,134,2009,2006-2009,Sunday,November,4,72.0,51.0
2009-11-02,59,70,104,2009,2006-2009,Monday,November,4,55.0,48.0
2009-11-03,44,51,110,2009,2006-2009,Tuesday,November,4,57.0,44.0
2009-11-04,49,61,91,2009,2006-2009,Wednesday,November,4,63.0,41.0
2009-11-05,48,56,126,2009,2006-2009,Thursday,November,4,52.0,43.0
2009-11-06,43,51,91,2009,2006-2009,Friday,November,4,56.0,39.0
2009-11-07,49,54,121,2009,2006-2009,Saturday,November,4,50.0,34.0
2009-11-08,38,42,134,2009,2006-2009,Sunday,November,4,56.0,43.0
2009-11-09,60,69,114,2009,2006-2009,Monday,November,4,72.0,48.0
2009-11-10,51,61,114,2009,2006-2009,Tuesday,November,4,69.0,54.0
2009-11-11,46,56,123,2009,2006-2009,Wednesday,November,4,66.0,49.0
2009-11-12,41,45,93,2009,2006-2009,Thursday,November,4,54.0,44.0
2009-11-13,47,56,101,2009,2006-2009,Friday,November,4,50.0,45.0
2009-11-14,52,60,176,2009,2006-2009,Saturday,November,4,56.0,50.0
2009-11-15,50,59,149,2009,2006-2009,Sunday,November,4,60.0,55.0
2009-11-16,57,75,136,2009,2006-2009,Monday,November,4,72.0,55.0
2009-11-17,51,56,118,2009,2006-2009,Tuesday,November,4,62.0,47.0
2009-11-18,46,58,93,2009,2006-2009,Wednesday,November,4,58.0,45.0
2009-11-19,54,57,108,2009,2006-2009,Thursday,November,4,57.0,49.0
2009-11-20,54,67,119,2009,2006-2009,Friday,November,4,62.0,52.0
2009-11-21,47,51,112,2009,2006-2009,Saturday,November,4,57.0,44.0
2009-11-22,37,43,114,2009,2006-2009,Sunday,November,4,58.0,42.0
2009-11-23,57,66,98,2009,2006-2009,Monday,November,4,57.0,46.0
2009-11-24,55,60,102,2009,2006-2009,Tuesday,November,4,51.0,47.0
2009-11-25,41,54,87,2009,2006-2009,Wednesday,November,4,56.0,49.0
2009-11-26,32,40,79,2009,2006-2009,Thursday,November,4,54.0,50.0
2009-11-27,52,68,103,2009,2006-2009,Friday,November,4,56.0,43.0
2009-11-28,44,47,130,2009,2006-2009,Saturday,November,4,48.0,41.0
2009-11-29,60,69,121,2009,2006-2009,Sunday,November,4,53.0,40.0
2009-11-30,54,59,105,2009,2006-2009,Monday,November,4,62.0,45.0
2009-12-01,57,70,86,2009,2006-2009,Tuesday,December,4,54.0,37.0
2009-12-02,53,64,88,2009,2006-2009,Wednesday,December,4,51.0,39.0
2009-12-03,33,40,104,2009,2006-2009,Thursday,December,4,67.0,45.0
2009-12-04,72,79,118,2009,2006-2009,Friday,December,4,63.0,43.0
2009-12-05,64,77,122,2009,2006-2009,Saturday,December,4,52.0,42.0
2009-12-06,32,37,138,2009,2006-2009,Sunday,December,4,42.0,31.0
2009-12-07,60,67,99,2009,2006-2009,Monday,December,4,38.0,32.0
2009-12-08,42,47,75,2009,2006-2009,Tuesday,December,4,41.0,36.0
2009-12-09,59,74,84,2009,2006-2009,Wednesday,December,4,51.0,39.0
2009-12-10,49,61,97,2009,2006-2009,Thursday,December,4,57.0,39.0
2009-12-11,45,53,105,2009,2006-2009,Friday,December,4,41.0,23.0
2009-12-12,47,53,133,2009,2006-2009,Saturday,December,4,32.0,25.0
2009-12-13,48,53,116,2009,2006-2009,Sunday,December,4,42.0,32.0
2009-12-14,45,52,96,2009,2006-2009,Monday,December,4,53.0,35.0
2009-12-15,65,75,90,2009,2006-2009,Tuesday,December,4,49.0,43.0
2009-12-16,57,67,108,2009,2006-2009,Wednesday,December,4,54.0,32.0
2009-12-17,50,62,71,2009,2006-2009,Thursday,December,4,39.0,26.0
2009-12-18,54,64,95,2009,2006-2009,Friday,December,4,35.0,22.0
2009-12-19,31,41,46,2009,2006-2009,Saturday,December,4,34.0,21.0
2009-12-20,24,28,55,2009,2006-2009,Sunday,December,4,26.0,21.0
2009-12-21,29,36,69,2009,2006-2009,Monday,December,4,34.0,26.0
2009-12-22,39,45,68,2009,2006-2009,Tuesday,December,4,38.0,32.0
2009-12-23,42,48,73,2009,2006-2009,Wednesday,December,4,38.0,22.0
2009-12-24,64,81,83,2009,2006-2009,Thursday,December,4,32.0,24.0
2009-12-25,36,39,47,2009,2006-2009,Friday,December,4,40.0,29.0
2009-12-26,43,51,90,2009,2006-2009,Saturday,December,4,48.0,36.0
2009-12-27,44,49,119,2009,2006-2009,Sunday,December,4,57.0,41.0
2009-12-28,59,65,101,2009,2006-2009,Monday,December,4,50.0,38.0
2009-12-29,48,63,100,2009,2006-2009,Tuesday,December,4,39.0,25.0
2009-12-30,37,49,108,2009,2006-2009,Wednesday,December,4,28.0,19.0
2009-12-31,50,60,91,2009,2006-2009,Thursday,December,4,32.0,24.0
2010-01-01,134,156,322,2010,2010-2013,Friday,January,1,36.0,31.0
2010-01-02,44,53,99,2010,2010-2013,Saturday,January,1,42.0,27.0
2010-01-03,34,47,91,2010,2010-2013,Sunday,January,1,29.0,19.0
2010-01-04,27,47,84,2010,2010-2013,Monday,January,1,27.0,22.0
2010-01-05,54,67,75,2010,2010-2013,Tuesday,January,1,32.0,24.0
2010-01-06,43,58,74,2010,2010-2013,Wednesday,January,1,32.0,25.0
2010-01-07,60,75,96,2010,2010-2013,Thursday,January,1,37.0,30.0
2010-01-08,67,80,82,2010,2010-2013,Friday,January,1,39.0,28.0
2010-01-09,52,63,96,2010,2010-2013,Saturday,January,1,33.0,21.0
2010-01-10,47,62,77,2010,2010-2013,Sunday,January,1,31.0,15.0
2010-01-11,40,60,90,2010,2010-2013,Monday,January,1,30.0,19.0
2010-01-12,41,54,99,2010,2010-2013,Tuesday,January,1,34.0,23.0
2010-01-13,39,60,74,2010,2010-2013,Wednesday,January,1,35.0,27.0
2010-01-14,40,52,94,2010,2010-2013,Thursday,January,1,39.0,29.0
2010-01-15,60,75,110,2010,2010-2013,Friday,January,1,49.0,32.0
2010-01-16,41,57,118,2010,2010-2013,Saturday,January,1,52.0,36.0
2010-01-17,33,48,128,2010,2010-2013,Sunday,January,1,53.0,39.0
2010-01-18,44,65,119,2010,2010-2013,Monday,January,1,44.0,38.0
2010-01-19,49,68,94,2010,2010-2013,Tuesday,January,1,54.0,39.0
2010-01-20,54,71,105,2010,2010-2013,Wednesday,January,1,52.0,32.0
2010-01-21,48,61,89,2010,2010-2013,Thursday,January,1,44.0,30.0
2010-01-22,48,65,88,2010,2010-2013,Friday,January,1,43.0,34.0
2010-01-23,45,57,114,2010,2010-2013,Saturday,January,1,45.0,31.0
2010-01-24,52,63,108,2010,2010-2013,Sunday,January,1,44.0,33.0
2010-01-25,54,79,108,2010,2010-2013,Monday,January,1,61.0,36.0
2010-01-26,41,59,101,2010,2010-2013,Tuesday,January,1,62.0,38.0
2010-01-27,44,57,93,2010,2010-2013,Wednesday,January,1,44.0,30.0
2010-01-28,37,57,79,2010,2010-2013,Thursday,January,1,40.0,34.0
2010-01-29,40,52,79,2010,2010-2013,Friday,January,1,46.0,17.0
2010-01-30,42,57,118,2010,2010-2013,Saturday,January,1,24.0,17.0
2010-01-31,36,51,111,2010,2010-2013,Sunday,January,1,20.0,15.0
2010-02-01,33,47,86,2010,2010-2013,Monday,February,1,32.0,18.0
2010-02-02,36,57,82,2010,2010-2013,Tuesday,February,1,36.0,28.0
2010-02-03,51,62,83,2010,2010-2013,Wednesday,February,1,37.0,29.0
2010-02-04,47,62,83,2010,2010-2013,Thursday,February,1,40.0,30.0
2010-02-05,51,67,82,2010,2010-2013,Friday,February,1,41.0,32.0
2010-02-06,29,38,45,2010,2010-2013,Saturday,February,1,39.0,23.0
2010-02-07,24,31,59,2010,2010-2013,Sunday,February,1,27.0,17.0
2010-02-08,35,45,76,2010,2010-2013,Monday,February,1,33.0,20.0
2010-02-09,31,42,57,2010,2010-2013,Tuesday,February,1,36.0,25.0
2010-02-10,18,20,35,2010,2010-2013,Wednesday,February,1,40.0,29.0
2010-02-11,18,25,57,2010,2010-2013,Thursday,February,1,33.0,27.0
2010-02-12,26,36,48,2010,2010-2013,Friday,February,1,38.0,24.0
2010-02-13,42,51,83,2010,2010-2013,Saturday,February,1,37.0,26.0
2010-02-14,40,42,67,2010,2010-2013,Sunday,February,1,31.0,24.0
2010-02-15,28,36,90,2010,2010-2013,Monday,February,1,37.0,26.0
2010-02-16,27,38,69,2010,2010-2013,Tuesday,February,1,39.0,27.0
2010-02-17,43,60,88,2010,2010-2013,Wednesday,February,1,36.0,26.0
2010-02-18,33,44,93,2010,2010-2013,Thursday,February,1,37.0,29.0
2010-02-19,33,51,97,2010,2010-2013,Friday,February,1,44.0,35.0
2010-02-20,48,57,111,2010,2010-2013,Saturday,February,1,44.0,34.0
2010-02-21,52,66,124,2010,2010-2013,Sunday,February,1,44.0,33.0
2010-02-22,49,64,94,2010,2010-2013,Monday,February,1,47.0,33.0
2010-02-23,42,53,76,2010,2010-2013,Tuesday,February,1,42.0,35.0
2010-02-24,38,49,113,2010,2010-2013,Wednesday,February,1,39.0,35.0
2010-02-25,36,47,78,2010,2010-2013,Thursday,February,1,45.0,33.0
2010-02-26,24,32,71,2010,2010-2013,Friday,February,1,34.0,24.0
2010-02-27,44,52,87,2010,2010-2013,Saturday,February,1,36.0,27.0
2010-02-28,32,45,127,2010,2010-2013,Sunday,February,1,42.0,30.0
2010-03-01,47,63,84,2010,2010-2013,Monday,March,1,43.0,35.0
2010-03-02,42,59,111,2010,2010-2013,Tuesday,March,1,49.0,35.0
2010-03-03,56,67,104,2010,2010-2013,Wednesday,March,1,47.0,35.0
2010-03-04,38,58,107,2010,2010-2013,Thursday,March,1,42.0,34.0
2010-03-05,46,56,104,2010,2010-2013,Friday,March,1,45.0,34.0
2010-03-06,52,66,106,2010,2010-2013,Saturday,March,1,52.0,30.0
2010-03-07,47,61,136,2010,2010-2013,Sunday,March,1,55.0,38.0
2010-03-08,52,71,92,2010,2010-2013,Monday,March,1,57.0,42.0
2010-03-09,53,73,115,2010,2010-2013,Tuesday,March,1,61.0,45.0
2010-03-10,56,68,106,2010,2010-2013,Wednesday,March,1,64.0,44.0
2010-03-11,47,57,115,2010,2010-2013,Thursday,March,1,61.0,45.0
2010-03-12,32,46,92,2010,2010-2013,Friday,March,1,61.0,44.0
2010-03-13,41,55,116,2010,2010-2013,Saturday,March,1,48.0,42.0
2010-03-14,35,48,124,2010,2010-2013,Sunday,March,1,51.0,46.0
2010-03-15,44,66,121,2010,2010-2013,Monday,March,1,51.0,42.0
2010-03-16,34,47,103,2010,2010-2013,Tuesday,March,1,52.0,42.0
2010-03-17,32,43,81,2010,2010-2013,Wednesday,March,1,64.0,42.0
2010-03-18,50,63,102,2010,2010-2013,Thursday,March,1,68.0,42.0
